Unnamed--0,app_name,number_of_reviews,review_score,answer
4606,Pacer,67,0.562913907,Racing
4607,Ravenmark: Scourge of Estellion,62,0.5625,Strategy
4608,Lootfest,94,0.5625,RPG
4609,Candice DeBÃƒÂ©bÃƒÂ©'s Incredibly Trick Lifestyle,14,0.5625,Simulation
4610,B.U.T.T.O.N.,6,0.5625,Party
4611,Far Cry 2,18,0.56244898,Shooter
4612,NEStalgia,16,0.56223176,RPG
4613,Offworld Trading Company,2,0.562208916,Strategy
4614,Destination Sol,75,0.562189055,Space
4615,Runespell: Overture,6,0.562189055,Card
4616,The Pirate: Caribbean Hunt,20,0.561712846,Adventure
4617,"Demolition, Inc.",3,0.561643836,Puzzle
4618,Blades of Time,9,0.561643836,Action
4619,Making History II: The War of the World,143,0.561643836,Strategy
4620,Mighty Gunvolt,4,0.561643836,Action
4621,Bionic Dues,80,0.56122449,Strategy
4622,Assassin's Creed II,5,0.561047223,Action
4623,GameLooper,5,0.56,Puzzle
4624,Star Nomad 2,4,0.56,Sci-fi
4625,Terra Incognita ~ Chapter One: The Descendant,92,0.56,Adventure
4626,Deceit,6,0.56,Horror
4627,Malus Code,968,0.56,Visual novel
4628,Retrovirus,5,0.56,Shooter
4629,The Mims Beginning,73,0.559633028,Simulation
4630,Rogue Shooter: The FPS Roguelike,53,0.559566787,FPS
4631,Phantom Breaker: Battle Grounds,45,0.559363525,Action
4632,King of Dragon Pass,245,0.559322034,Strategy
4633,Men of Valor,289,0.559322034,Shooter
4633,Men of Valor,289,0.559322034,Shooter
4634,1931: Scheherazade at the Library of Pergamum,5,0.558823529,Adventure
4635,Archon:Classic,59,0.558823529,Strategy
4636,Return to Mysterious Island,1196,0.558823529,Adventure
4637,Gone Home,4588,0.558805172,Exploration
4638,Stronghold Legends,15545,0.558441558,Strategy
4639,Tiny Brains,187,0.557894737,Puzzle
4640,Hotline Miami 2: Wrong Number,38,0.557692308,Action
4641,Democracy 3,2048,0.557482517,Simulation
4642,Caster,399,0.557440247,Action
4643,Railroad Tycoon 3,376,0.557377049,Simulation
4644,MachineCraft,26,0.557377049,Simulation
4645,Command and Conquer: Red Alert 3,563,0.557305337,Strategy
4646,Atlas Reactor,7,0.557220708,Strategy
4647,Aerofly FS 2 Flight Simulator,301,0.557195572,Simulation
4648,One More Dungeon,9,0.55704698,Roguelike
4649,Balrum,10,0.55704698,RPG
4650,Homeworld: Deserts of Kharak,1,0.556832695,Strategy
4651,BEEP,51,0.556638246,Puzzle
4652,Polarity,22,0.556545961,Puzzle
4653,Minion Masters,43,0.556521739,Strategy
4654,Kopanito All-Stars Soccer,34,0.556363636,Sports
4655,RIFT,2947,0.556353839,MMORPG
4656,ChaosTower,263,0.555555556,Puzzle
4657,Death Goat,702,0.555555556,Metal
4658,Nanuleu,254,0.555555556,Strategy
4659,Alphabeats: Master Edition,136,0.555555556,Rhythm
4659,Alphabeats: Master Edition,136,0.555555556,Rhythm
4660,War for the Overworld,21,0.555555556,Strategy
4661,Astroderps,125,0.555555556,Sci-fi
4662,EP??CH,4,0.555555556,RPG
4663,Kubz VR,18,0.555555556,Horror
4664,It's A Wipe!,63,0.555555556,Simulation
4665,Amazing Adventures Around the World,18,0.555555556,Adventure
4666,Chunks,43,0.555555556,Puzzle
4667,Amigdala,1671,0.555555556,Puzzle
4668,Amihailu in Dreamland,5,0.555555556,Adventure
4669,Combat Monsters,14,0.555555556,Strategy
4670,DragonSphere,19,0.555555556,Fantasy
4671,Delta Force: Xtreme,15,0.555555556,Shooter
4672,Le Havre: The Inland Port,366,0.555555556,Strategy
4673,Steampuff: Phinnegan's Factory,18,0.555555556,Steampunk
4674,Unearthed Inc: The Lost Temple,32,0.555555556,Adventure
4675,Spaceport Hope,4,0.555555556,Sci-fi
4676,Venice,33,0.555555556,Adventure
4677,"Resette's Prescription ~Book of memory, Swaying scale~",31,0.555555556,Puzzle
4678,Inbetween Land,177,0.555555556,Adventure
4679,Barrow Hill: Curse of the Ancient Circle,911,0.555555556,Adventure
4680,Zoo Empire,11126,0.555555556,Simulation
4681,Three Days,34,0.555555556,Mystery
4682,The Amazing Adventures of Ash - Afterparty,14,0.555555556,Adventure
4683,Pixel Puzzles 2: RADical ROACH,19,0.555555556,Puzzle
4684,Adventures Of Fluzz,19,0.555555556,Adventure
4685,Radiant Defense,55,0.555555556,Tower Defense
4685,Radiant Defense,55,0.555555556,Tower Defense
4686,Gnumz: Masters of Defense,3,0.555555556,Strategy
4687,Alice in Wonderland,131,0.555555556,Fantasy
4688,MiG-29 Fulcrum,4,0.555555556,Simulation
4689,Knight of the Hamsters,21,0.555555556,Fantasy
4690,Famaze,8,0.555555556,RPG
4691,Zombie Grinder,28,0.555555556,Horror
4692,APT,4730,0.555555556,Puzzle
4693,Zombie City Defense 2,1279,0.555555556,Action
4694,The Enlightened League of Bone Builders and the Osseous Enigma Content,7,0.555555556,Puzzle
4695,Liquid Pinball,47,0.555555556,Arcade
4696,C. Kane,7,0.555555556,Action
4697,The Grave Digger,27,0.555555556,Horror
4698,Little Cells,9726,0.555555556,Puzzle
4699,Win Big Or Die,5,0.555555556,Gambling
4700,GUILTY GEAR 2 -OVERTURE-,21,0.555555556,Fighting
4701,Hero Defense,12,0.555555556,Strategy
4702,Wicce,127,0.555555556,RPG
4703,Celestial Command,15,0.555555556,Simulation
4704,Blood Bowl: Legendary Edition,659,0.555555556,Sports
4705,ORBITAL,14,0.555555556,Puzzle
4706,Gridiron Solitaire,53,0.555555556,Sports
4706,Gridiron Solitaire,53,0.555555556,Sports
4707,Green Game: TimeSwapper,6,0.555555556,Puzzle
4708,Rogue Wizards,60,0.555555556,RPG
4709,Pirate Hell,3609,0.555555556,Action
4710,Robot Rescue Revolution,7872,0.555555556,Puzzle
4711,Heroes Rise: The Hero Project,1289,0.555555556,Superhero
4712,Rescue Bear Operation,46,0.555555556,Puzzle
4713,Fairy Tale Mysteries 2: The Beanstalk,256,0.555555556,Adventure
4714,Lord Mayor,4,0.555555556,Simulation
4715,Morphopolis,52,0.55503876,Puzzle
4716,Kung Fu Strike: The Warrior's Rise,44,0.554896142,Fighting
4717,DreadOut,101,0.554245283,Horror
4718,Greyfox,31,0.554179567,Action
4719,STAR WARSÂƒ?Â› Rebellion,6,0.554054054,Sci-fi
4720,Elder Sign: Omens,51,0.553846154,Horror
4721,World of Guns: Gun Disassembly,134,0.553429899,Simulation
4722,MoW: Face Off M,11,0.553333333,Shooter
4723,Unfortunate Spacemen,16,0.552631579,Sci-fi
4724,Tom Clancy's Splinter Cell Blacklist,14,0.552459016,Stealth
4724,Tom Clancy's Splinter Cell Blacklist,14,0.552459016,Stealth
4725,Gimbal,103,0.552238806,Action
4726,rymdkapsel,62,0.552238806,Strategy
4727,Sherlock Holmes versus Jack the Ripper,8,0.552238806,Mystery
4728,Age of Conquest IV,5,0.552238806,Strategy
4729,Arma: Cold War Assault,3,0.552033081,Shooter
4730,The Samaritan Paradox,21,0.551724138,Adventure
4731,The Huntsman: Winter's Curse,5,0.551401869,Adventure
4732,StarBreak,513,0.551401869,Action
4733,Maximum Override,120,0.551401869,Action
4734,Homesick,225,0.551351351,Adventure
4735,Scraps: Modular Vehicle Combat,306,0.551020408,Action
4736,Belladonna,163,0.550561798,Adventure
4737,Sword Master VR,119,0.550561798,Action
4738,Frankenstein: Master of Death,7,0.550111359,Adventure
4739,Rush for Glory,166,0.55,Strategy
4739,Rush for Glory,166,0.55,Strategy
4740,Tengami,32,0.549893843,Puzzle
4741,Monster Loves You!,578,0.549689441,Simulation
4742,Tiny Troopers,395,0.54954955,Action
4743,OPUS: The Day We Found Earth,146,0.54954955,Adventure
4744,Memories of a Vagabond,293,0.549407115,RPG
4745,Max Payne 3,46,0.548791406,Action
4745,Max Payne 3,46,0.548791406,Action
4746,Wings! Remastered Edition,213,0.548780488,Action
4747,Crazy Plant Shop,2,0.548387097,Simulation
4748,Blood Alloy: Reborn,8,0.548387097,Action
4749,Your Quest,66,0.548387097,Adventure
4750,Demise of Nations,68,0.548387097,Strategy
4751,Dwarfs!?,50,0.548235294,Strategy
4752,Dysfunctional Systems: Learning to Manage Chaos,10,0.547770701,Visual Novel
4753,Giana Sisters: Twisted Dreams,6,0.547752809,Platformer
4754,Quake Live,32,0.547692944,Shooter
4754,Quake Live,32,0.547692944,Shooter
4755,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2140,0.547535894,Fighting
4756,X-note,8,0.547169811,Visual Novel
4757,CONSORTIUM,237,0.546948357,Sci-fi
4758,Tom Clancy's Rainbow Six: Vegas,15,0.546666667,Shooter
4758,Tom Clancy's Rainbow Six: Vegas,15,0.546666667,Shooter
4759,PixelJunkÂƒ?Â› Monsters Ultimate,395,0.546448087,Tower Defense
4760,Shadowgrounds,44,0.546038544,Action
4761,LEGO?? MARVEL's Avengers,34,0.545918367,Action
4762,Eldevin,124,0.545691906,MMORPG
4763,This Is the Police,79,0.545549738,Simulation
4764,Sherlock Holmes Consulting Detective: The Case of the MummyÃ¢â‚¬â„¢s Curse,3101,0.545454545,Mystery
4765,Almightree: The Last Dreamer,122,0.545454545,Adventure
4766,PaintLab,167,0.545454545,Art
4767,Survive in Space,33,0.545454545,Sci-fi
4768,Where is my Heart?,306,0.545454545,Puzzle
4769,LEGO?? Indiana JonesÂƒ?Â› 2: The Adventure Continues,35,0.545454545,Adventure
4770,Rooks Keep,9,0.545454545,Fighting
4771,Gunpowder,10,0.545454545,Action
4772,Sudoku Quest,179,0.545454545,Puzzle
4773,King's Quest Collection,57,0.545454545,Adventure
4774,Snake Blocks,103,0.545454545,Puzzle
4775,FortressCraft Evolved,339,0.545382794,Simulation
4776,Distant Worlds: Universe,3,0.544787078,Strategy
4777,Larva Mortus,16,0.544401544,Action
4778,Planetbase,11,0.543828265,Simulation
4779,I Am Bread,229,0.543809862,Simulation
4780,Space Quest Collection,6913,0.542857143,Adventure
4781,The Dreamatorium of Dr. Magnus 2,8,0.542857143,Puzzle
4782,Last Knight: Rogue Rider Edition,890,0.542857143,Action
4783,Sentinel 3: Homeworld,32,0.542857143,Strategy
4784,Hail to the King: Deathbat,82,0.542372881,Action
4785,Aura Kingdom,80,0.542168675,MMORPG
4785,Aura Kingdom,80,0.542168675,MMORPG
4786,Carnivores: Dinosaur Hunter Reborn,33,0.542168675,Action
4787,KWAAN,23,0.542168675,Adventure
4788,Borderlands: The Pre-Sequel,873,0.541963348,Shooter
4789,Shadow Puppeteer,16,0.541666667,Adventure
4790,bit Dungeon II,11,0.541147132,RPG
4791,Haven Moon,6424,0.540983607,Adventure
4792,Dyscourse,1658,0.540856031,Adventure
4793,Tom Clancy's Rainbow Six Siege,151,0.540636842,Shooter
4794,The Ball,113,0.54028436,Sports
4795,Domestic Dog,58,0.539473684,Simulation
4796,Far Cry Primal,4,0.539449541,Action
4797,Galactic Civilizations III,95,0.539358601,Strategy
4798,Elsword,43,0.539346247,MMORPG
4799,Vertical Drop Heroes HD,247,0.53894081,Action
4800,XCOM 2,149,0.538846189,Strategy
4801,FranknJohn,97,0.538461538,Action
4801,FranknJohn,97,0.538461538,Action
4802,Rush for Berlin: Gold Edition,4,0.538461538,Strategy
4803,Hit Tank PRO,4825,0.538461538,Action
4804,Sky Mercenaries,5121,0.538461538,Shooter
4805,XCavalypse,70,0.538461538,Action
4806,Ahros: One warrior chronicle,6,0.538461538,Action
4807,VROOM: Aerie,2,0.538461538,Racing
4808,Battle Fantasia -Revised Edition-,4,0.538461538,Fighting
4809,Ceville,19,0.538461538,Adventure
4810,vrAMP,131,0.538461538,Music
4811,Vanilla Bagel: The Roguelike,403,0.538461538,Roguelike
4812,Mold on Pizza ??Â?,92,0.538461538,Puzzle
4813,Dance Magic,1766,0.538461538,Rhythm
4814,Ghost in the Machine,31,0.538461538,Sci-fi
4815,Street Arena,128,0.538461538,Fighting
4815,Street Arena,128,0.538461538,Fighting
4816,Standpoint,26,0.538461538,Puzzle
4817,Inside Me,170,0.538461538,Puzzle
4818,Planet 1138,117,0.538461538,Sci-fi
4819,Unfair Jousting Fair,1,0.538461538,Action
4820,Always Sometimes Monsters,25,0.537966538,RPG
4821,[Old Edition] Croixleur Sigma,18,0.537572254,Action
4822,Anachronox,20,0.537414966,RPG
4822,Anachronox,20,0.537414966,RPG
4823,Never Alone (Kisima Ingitchuna),44,0.537360179,Adventure
4824,The Visitor,36,0.537190083,Horror
4825,The Political Machine 2016,166,0.537117904,Simulation
4826,Gunjitsu,29,0.537037037,Action
4827,Moon Hunters,14,0.536945813,Adventure
4828,Shutter,630,0.536842105,Horror
4829,Windlands,1535,0.536633663,Adventure
4830,Serpent in the Staglands,949,0.536585366,RPG
4831,Governor of Poker 2: Premium Edition,7819,0.536231884,Card
4832,Niffelheim,9,0.536231884,Action
4833,Caveman World: Mountains of Unga Boonga,30,0.536231884,Adventure
4834,Medal of Honor: Airborne,46,0.536134454,Shooter
4835,12 is Better Than 6,265,0.536082474,Shooter
4836,Cubicle Quest,107,0.536,RPG
4837,Manga maker ComiPo!,35,0.535864979,Simulation
4838,Blockland,15,0.535590878,Building
4839,Spell Fighter VR,9,0.535135135,Action
4840,Bloody Good Time,49,0.535108959,Shooter
4841,Zero Reflex,25,0.534883721,Arcade
4842,The Settlers: Heritage of Kings,13,0.534883721,Strategy
4843,Bombing Bastards,2,0.534883721,Arcade
4844,The Sacred Tears TRUE,13,0.534883721,RPG
4845,Hatred,57,0.534811357,Action
4846,Prototype,1614,0.534722222,Action
4847,Shadwen,562,0.534653465,Stealth
4848,Home is Where One Starts...,25,0.534653465,Adventure
4849,Back to Bed,10,0.534653465,Puzzle
4850,Millie,9,0.534482759,Puzzle
4851,Dungeons & Dragons Online??,6,0.534467323,RPG
4852,Agarest Zero,2665,0.534391534,RPG
4853,Farm for your Life,82,0.534050179,Simulation
4854,"!""We Are The Dwarves""!",16,0.533980583,Adventure
4855,The Oil Blue,10,0.533980583,Simulation
4855,The Oil Blue,10,0.533980583,Simulation
4856,Elisa: The Innkeeper - Prequel,113,0.533898305,Simulation
4857,RPG MO,191,0.533834586,MMORPG
4858,Castlevania: Lords of Shadow Âƒ?? Mirror of Fate HD,78,0.533783784,Action
4859,Looterkings,1426,0.533333333,Action
4860,Link,595,0.533333333,Adventure
4861,Assassins vs Pirates,4,0.533333333,Action
4862,The fall of gods,2339,0.533333333,Fantasy
4863,Star Trek Online,494,0.532755121,Sci-fi
4864,GoD Factory: Wingmen,40,0.532467532,Space
4865,Manual Samuel - Anniversary Edition,707,0.532258065,Adventure
4866,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,40,0.531707317,Adventure
4867,CASE: Animatronics,241,0.531531532,Horror
4868,Dungeon of Zolthan,489,0.53125,Adventure
4869,Viktor,662,0.53125,Action
4870,The Aquatic Adventure of the Last Human,6,0.53125,Adventure
4871,Puzzle Bots,25,0.530612245,Puzzle
4872,DRAGON: A Game About a Dragon,12,0.53030303,Adventure
4873,Pretentious Game,23,0.530201342,Puzzle
4874,Imperial Glory,23,0.529761905,Strategy
4875,Luna Sky,135,0.529411765,Puzzle
4876,Fist of Physics,1690,0.529411765,Fighting
4877,Football Manager Touch 2016,384,0.529411765,Sports
4878,The Body Changer,3,0.529411765,Action
4879,Heroes of Annihilated Empires,12,0.529411765,Strategy
4880,The Bunker,40,0.529411765,Thriller
4881,Super Blue Fighter,24,0.529411765,Fighting
4882,Anomaly 2,122,0.529411765,Strategy
4883,Funfair,10,0.529411765,Arcade
4884,Proxy Blade Zero,425,0.529411765,Action
4885,ENGAGE,253,0.529411765,Action
4886,Mosby's Confederacy,1,0.529411765,Strategy
4887,Millennium 2 - Take Me Higher,25,0.529411765,RPG
4888,Kaiju Panic,59,0.529411765,Action
4889,The Elder Scrolls Online,624,0.529169054,RPG
4890,XeodrifterÂƒ?Â›,1327,0.528888889,Metroidvania
4891,Dragon's Lair,3649,0.528846154,Adventure
4892,Patrician III,72,0.528571429,Simulation
4893,The Dwarves,106,0.528089888,Fantasy
4894,Elliot Quest,250,0.527777778,Adventure
4895,Fantastic Contraption,11,0.527472527,Puzzle
4896,EPSILON,1178,0.527272727,Sci-fi
4897,Obscure 2,178,0.527272727,Horror
4898,Disciples II: Rise of the Elves,29,0.527272727,Fantasy
4898,Disciples II: Rise of the Elves,29,0.527272727,Fantasy
4899,Blackbay Asylum,23,0.527272727,Horror
4900,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",46,0.526530612,Action
4901,Arctico,3,0.526315789,Survival
4902,Pixel Puzzles: Japan,27,0.526315789,Puzzle
4902,Pixel Puzzles: Japan,27,0.526315789,Puzzle
4903,Of Carrots And Blood,218,0.526315789,Action
4904,Flockers,119,0.526315789,Puzzle
4904,Flockers,119,0.526315789,Puzzle
4905,Shank 2,24,0.5256917,Action
4905,Shank 2,24,0.5256917,Action
4906,Killer is Dead,244,0.52433281,Action
4907,ONE PIECE BURNING BLOOD,21,0.524324324,Fighting
4908,Fishing Planet,262,0.523867069,Simulation
4909,Apotheon Arena,172,0.523809524,Fighting
4910,Omega Agent,2,0.523809524,Action
4911,Duck Dynasty,23,0.523809524,Simulation
4912,Call of Juarez,14,0.523809524,Shooter
4913,Blackfaun,63,0.523809524,Action
4914,The Haunting of Billy Classic,107,0.523809524,Horror
4915,Sonic and SEGA All Stars Racing,18,0.523809524,Racing
4916,Mahluk:Dark demon,4250,0.523809524,Action
4917,Uprising: Join or Die,21,0.523809524,Strategy
4918,THE LAST BLADE,3233,0.523809524,Fighting
4919,Defense Zone,108,0.523809524,Strategy
4920,SAMURAI WARRIORS 4-II,13,0.522875817,Action
4921,Atari Vault,9,0.522727273,Arcade
4922,Rogue Stormers,5,0.52238806,Action
4923,Gold Rush! Classic,535,0.52238806,Adventure
4924,EverQuest II,17,0.521875,MMORPG
4925,Pro Wrestling X,142,0.52173913,Sports
4926,Divinity: Dragon Commander,77,0.521586931,Strategy
4927,Typefighters (Steam Edition),1590,0.521126761,Fighting
4928,The Polynomial,18765,0.520912548,Music
4929,hackmud,19,0.520504732,Cyberpunk
4930,Lexica,27,0.520467836,Puzzle
4931,Saints Row 2,20,0.520403023,Action
4932,Type:Rider,40,0.520107239,Puzzle
4933,Sakura Spirit,60,0.520057307,Visual Novel
4934,Critical Mass,5,0.52,Puzzle
4935,Disorder,13,0.52,Action
4936,Finders,24,0.52,Puzzle
4937,Zombeer,876,0.52,Horror
4938,Daily Chthonicle: Editor's Edition,39,0.52,Simulation
4939,Astro Lords,1068,0.52,Sci-fi
4940,Maze Lord,505,0.52,Adventure
4941,MXGP2 - The Official Motocross Videogame,2085,0.52,Racing
4942,3089 -- Futuristic Action RPG,41,0.519774011,Action
4943,Legend of Dungeon,73,0.518518519,RPG
4944,Insanity's Blade,32,0.517857143,Action
4945,The Average Everyday Adventures of Samantha Browne,23,0.517671518,Adventure
4946,Take the Dream IX,123,0.517241379,RPG
4947,Jeeboman,7,0.517241379,Action
4948,Cluck Yegger in Escape From The Planet of the Poultroid,6,0.517241379,Adventure
4949,WARSHIFT,15,0.517241379,Action
4950,Acorn Assault: Rodent Revolution,6,0.517241379,Strategy
4951,Explodemon,60,0.517241379,Action
4952,Cultures - 8th Wonder of the World,106,0.517241379,Strategy
4952,Cultures - 8th Wonder of the World,106,0.517241379,Strategy
4953,Flame Over,17,0.517241379,Action
4954,RainBlood Chronicles: Mirage,13,0.517241379,Action
4955,Sheltered,9,0.516728625,Survival
4956,Blues and Bullets,12,0.516709512,Adventure
4957,Diehard Dungeon,116,0.516666667,Roguelike
4958,White Night,48,0.516483516,Horror
4959,Munin,4,0.516483516,Puzzle
4960,Knights and Merchants,34,0.516245487,Strategy
4961,Awe,23,0.516129032,Puzzle
4962,Squirreltopia,7,0.516129032,Adventure
4963,A Fistful of Gun,34,0.515873016,Shooter
4963,A Fistful of Gun,34,0.515873016,Shooter
4964,Fantasy Grounds Classic,13,0.515789474,Role-playing
4965,Mashed,114,0.515789474,Racing
4966,8infinity,24,0.515151515,Puzzle
4967,Stargazer,16,0.515151515,Sci-fi
4967,Stargazer,16,0.515151515,Sci-fi
4968,Sound Shift,34,0.515151515,Puzzle
4969,Little Farm,25,0.515151515,Simulation
4970,Nexuiz,63,0.515151515,Shooter
4971,La Peri,524,0.515151515,Adventure
4972,The Joylancer: Legendary Motor Knight,10,0.515151515,Action
4973,Culpa Innata,3106,0.515151515,Adventure
4974,Where's My Mommy?,25,0.515151515,Puzzle
4975,Toadled,43,0.515151515,Puzzle
4976,Silo 2,188,0.515151515,Action
4977,Venetica,8,0.514563107,RPG
4978,OlliOlli,16,0.514522822,Sports
4979,Spellweaver,19,0.514492754,Fantasy
4980,Fantasy Tales Online,7,0.514403292,Fantasy
4981,Secret Ponchos,2540,0.51438435,Action
4982,Darkstone,263,0.514285714,RPG
4983,Written in the Sky,351,0.513745704,Visual Novel
4984,The Bellows,53,0.513513514,Horror
4985,Project: Snowblind,5,0.513513514,Shooter
4986,Aerannis,16,0.513513514,Action
4987,Star Sky,33,0.513513514,Adventure
4987,Star Sky,33,0.513513514,Adventure
4988,Mega Man Legacy Collection,11,0.513437058,Action
4989,Jade Empire: Special Edition,13,0.513353116,RPG
4990,LEGO?? Harry Potter: Years 1-4,4,0.513307985,Adventure
4991,StarMade,15,0.513033175,Sci-fi
4992,The Settlers: Rise of an Empire Gold Edition  ,36,0.512820513,Strategy
4993,Teddy Floppy Ear - The Race,56,0.512605042,Racing
4994,Small World,460,0.512437811,Fantasy
4995,OTTTD,3,0.511811024,Strategy
4996,Dirty Bomb,30,0.511619048,Shooter
4997,Pinball Arcade,34,0.51132464,Arcade
4998,Shoppy Mart: Steam Edition,7681,0.511111111,Simulation
4999,Force of Elements,301,0.511111111,Strategy
5000,Krautscape,57,0.511111111,Racing
5001,Hidden Object Bundle 5 in 1,6779,0.511111111,Puzzle
5002,Emerge: Cities of the Apocalypse,1,0.511111111,Strategy
5003,Cursed,11,0.510638298,Horror
5004,Terrian Saga: KR-17,838,0.510638298,Platformer
5005,Ascendant,3,0.51048951,Action
5006,Dyad,11,0.51048951,Arcade
5007,The Howler,3560,0.51039261,Puzzle
5008,FATE: The Cursed King,1167,0.510204082,RPG
5009,Cossacks: European Wars,300,0.510204082,Strategy
5010,Depths of Peril,99,0.510204082,RPG
5011,Feel-A-Maze,14,0.510204082,Puzzle
5012,Cities in Motion,63,0.510067114,Simulation
5013,How to Survive,39,0.50987564,Survival
5014,Chantelise,13,0.509641873,RPG
5015,Pixel Puzzles 2: Birds,24,0.509433962,Puzzle
5016,Millennium - A New Hope,6,0.509433962,RPG
5017,Paranormal State: Poison Spring Collector's Edition,342,0.50877193,Adventure
5018,Last Will,3677,0.50877193,Puzzle
5019,The Wonderful End of the World,533,0.508379888,Puzzle
5020,BADLAND: Game of the Year Edition,17,0.507537688,Platformer
5021,Frozen Cortex,465,0.507246377,Sports
5022,Syndrome,127,0.507246377,Horror
5022,Syndrome,127,0.507246377,Horror
5023,Quest of Dungeons,18,0.507163324,RPG
5024,Gang Beasts,20,0.506899418,Fighting
5025,Star Conflict,17,0.506681514,Sci-fi
5026,Schein,49,0.506493506,Puzzle
5027,Dungeon Lords Steam Edition,644,0.50617284,RPG
5028,Between Me and The Night,9,0.505882353,Adventure
5029,Sid Meier's Civilization VI,116,0.505238531,Strategy
5030,TimeShift,22,0.505084746,Action
5030,TimeShift,22,0.505084746,Action
5031,Air Brawl,21,0.50448833,Action
5032,The Happy Hereafter,20,0.504273504,Simulation
5033,Nevermind,38,0.504273504,Psychological
5034,The Moon Sliver,65,0.503496503,Adventure
5035,Shadows on the Vatican - Act I: Greed,3,0.50310559,Adventure
5036,SONIC THE HEDGEHOG 4 Episode II,22,0.502762431,Platformer
5037,Sniper Elite 3,79,0.502552467,Shooter
5038,Joe Dever's Lone Wolf HD Remastered,11,0.502487562,Adventure
5039,Super Motherload,512,0.502040816,Adventure
5039,Super Motherload,512,0.502040816,Adventure
5040,Holy Potatoes! A Weapon Shop?!,192,0.501547988,Simulation
5041,MX vs. ATV Reflex,1129,0.501424501,Racing
5042,FORCED,91,0.50115119,Action
5043,The Final Station,29,0.500931099,Action
5044,Trials Evolution Gold Edition,6,0.500533618,Racing
5045,Veterans Online,39,0.5,Shooter
5046,Whack a Vote: Hammering the Polls,255,0.5,Casual
5047,Pong Champion VR,406,0.5,Sports
5048,Capsule Force,64,0.5,Action
5049,Sixtieth Kilometer,39,0.5,Adventure
5050,ORBIT,4287,0.5,Puzzle
5051,Red Baron Pack,43,0.5,Simulation
5052,Turbo Pug 3D,18,0.5,Platformer
5053,Sol Divide,57,0.5,Action
5054,GROOVY,13,0.5,Music
5055,Beneath The Cherry Trees,83,0.5,Mystery
5056,The Battle for Sector 219,15,0.5,Strategy
5057,Garage Drummer VR,11,0.5,Music
5058,True Bliss,2571,0.5,Puzzle
5059,True Love Â‹Â«?Confide to the MapleÂ‹Â«?,12,0.5,Romance
5060,Logic Missile,159,0.5,Puzzle
5061,Farm Frenzy,61,0.5,Simulation
5062,SteamHammerVR,67,0.5,Action
5063,Marlene Act 1 Betwixt,1290,0.5,Adventure
5064,Lost Crew,8122,0.5,Adventure
5065,High Strangeness,1419,0.5,Adventure
5066,Rush for gold: California,26,0.5,Adventure
5067,Stellar Stars,7,0.5,Sci-fi
5068,Crongdor the Barbarian,25,0.5,Action
5069,RutonyChat,17,0.5,Chat
5070,Gamefuel Driver Control,504,0.5,Racing
5071,Black Forest,13,0.5,Adventure
5072,Crewsaders,30,0.5,Action
5073,Galactic Storm,122,0.5,Sci-fi
5074,ManaCollect,127,0.5,Puzzle
5075,Pulse Shift,15,0.5,Puzzle
5076,Three Dead Zed,102,0.5,Platformer
5077,Medieval Battlefields Black Edition,18,0.5,Strategy
5078,Runes of Brennos,44,0.5,RPG
5079,Minigame Party VR,87,0.5,Party
5080,Heaven's Hope,36,0.5,Adventure
5081,Fatty Maze's Adventures,10,0.5,Adventure
5082,Abandoned: Chestnut Lodge Asylum,9,0.5,Horror
5083,Fear Equation,48,0.5,Horror
5084,Maneki's Curse,1153,0.5,Horror
5085,Disney's Princess Enchanted Journey,26469,0.5,Adventure
5086,Left in the Dark: No One on Board,1807,0.5,Mystery
5087,ReBoot,23,0.5,Action
5088,Shiny,2677,0.5,Adventure
5089,Felt Tip Circus,3942,0.5,Puzzle
5090,Hector: Ep 2,60,0.5,Adventure
5091,Finding Nemo,92,0.5,Adventure
5092,Haywire on Fuel Station Zeta,39,0.5,Sci-fi
5092,Haywire on Fuel Station Zeta,39,0.5,Sci-fi
5093,Faron's Fate,1016,0.5,RPG
5094,The Wizard's Pen,27,0.5,Puzzle
5095,Spellgear,12,0.5,Fantasy
5096,Crazy Otto,94,0.5,Arcade
5097,Puzzle Strike,12,0.5,Puzzle
5098,Versus Squad,18,0.5,Action
5099,Mystery Masters: Psycho Train Deluxe Edition,4,0.5,Mystery
5100,DRAGON BALL XENOVERSE 2,46,0.5,Fighting
5101,Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,4,0.5,Mystery
5102,Mystery P.I.: Lost in Los Angeles,96,0.5,Mystery
5103,Anime Studio Simulator,13,0.5,Simulation
5104,Xcinerator,55,0.5,Action
5105,Job the Leprechaun,49,0.5,Platformer
5106,X: Beyond the Frontier,159,0.5,Space
5107,Formula Truck 2013,141,0.5,Racing
5107,Formula Truck 2013,141,0.5,Racing
5108,Mystical,26,0.5,Fantasy
5109,ASRECorp,242,0.5,Simulation
5110,ATOM GRRRL!!,91,0.5,Visual Novel
5111,Age of Enigma: The Secret of the Sixth Ghost,12,0.5,Puzzle
5112,Automata Empire,133,0.5,Strategy
5113,Crazy Machines Elements,1736,0.5,Puzzle
5114,Gnomes Garden 2,10,0.5,Strategy
